L,a,b,label,name,hex
44.1615,-2.2697,-32.6675,RAL 5019,Azul capri,#1B5583
33.1958,-0.1951,-25.4109,RAL 5019,Azul capri,#1B5583
34.1311,-1.5603,-33.9749,RAL 5019,Azul capri,#1B5583
47.5502,0.3134,-28.3865,RAL 5019,Azul capri,#1B5583
37.7526,-9.7573,-28.9262,RAL 5019,Azul capri,#1B5583
35.199,1.262,-35.3955,RAL 5019,Azul capri,#1B5583
25.5058,-8.9584,-43.8212,RAL 5019,Azul capri,#1B5583
27.1513,-1.6774,-22.8643,RAL 5019,Azul capri,#1B5583
28.9104,-0.5428,-25.4692,RAL 5019,Azul capri,#1B5583
36.3106,0.1049,-42.0578,RAL 5019,Azul capri,#1B5583
31.4334,-1.8704,-32.6354,RAL 5019,Azul capri,#1B5583
37.6964,-1.2285,-33.641,RAL 5019,Azul capri,#1B5583
39.9506,-0.722,-24.6789,RAL 5019,Azul capri,#1B5583
34.1359,-7.8885,-24.8744,RAL 5019,Azul capri,#1B5583
23.6768,-2.4914,-32.6722,RAL 5019,Azul capri,#1B5583
28.8478,-3.8705,-33.5841,RAL 5019,Azul capri,#1B5583
36.1563,-3.7326,-30.3856,RAL 5019,Azul capri,#1B5583
32.4157,12.2382,-21.8808,RAL 5019,Azul capri,#1B5583
30.3163,5.7798,-27.9885,RAL 5019,Azul capri,#1B5583
37.7083,5.5361,-25.1972,RAL 5019,Azul capri,#1B5583
36.5026,7.8058,-27.1772,RAL 5019,Azul capri,#1B5583
35.5289,1.0247,-36.3831,RAL 5019,Azul capri,#1B5583
36.2952,-1.0717,-34.3433,RAL 5019,Azul capri,#1B5583
29.5051,-3.2603,-40.2106,RAL 5019,Azul capri,#1B5583
47.3425,2.1313,-33.1203,RAL 5019,Azul capri,#1B5583
36.2175,0.4566,-20.8204,RAL 5019,Azul capri,#1B5583
42.0649,-5.4447,-40.4051,RAL 5019,Azul capri,#1B5583
22.6966,-11.109,-31.427,RAL 5019,Azul capri,#1B5583
33.2024,-7.764,-33.741,RAL 5019,Azul capri,#1B5583
32.5433,1.4858,-27.9566,RAL 5019,Azul capri,#1B5583
33.9316,6.8708,-17.8957,RAL 5019,Azul capri,#1B5583
34.6269,-2.7857,-36.9775,RAL 5019,Azul capri,#1B5583
32.8264,-5.0546,-23.2841,RAL 5019,Azul capri,#1B5583
39.8838,6.2064,-19.4507,RAL 5019,Azul capri,#1B5583
42.987,2.1255,-30.066,RAL 5019,Azul capri,#1B5583
41.9362,-5.6691,-35.0963,RAL 5019,Azul capri,#1B5583
41.799,-3.209,-28.8799,RAL 5019,Azul capri,#1B5583
40.8021,-5.2145,-34.6125,RAL 5019,Azul capri,#1B5583
40.2881,-3.6231,-27.2516,RAL 5019,Azul capri,#1B5583
37.5107,-1.3695,-26.9307,RAL 5019,Azul capri,#1B5583
34.8666,-1.1268,-29.5727,RAL 5019,Azul capri,#1B5583
27.386,7.6345,-23.609,RAL 5019,Azul capri,#1B5583
35.489,-8.6687,-30.7953,RAL 5019,Azul capri,#1B5583
37.3471,-2.7627,-35.4402,RAL 5019,Azul capri,#1B5583
38.5269,-0.954,-34.0239,RAL 5019,Azul capri,#1B5583
31.8811,-7.5311,-32.9818,RAL 5019,Azul capri,#1B5583
33.1141,1.5459,-18.4005,RAL 5019,Azul capri,#1B5583
28.9462,-5.1605,-43.1818,RAL 5019,Azul capri,#1B5583
35.4918,-4.6604,-36.5445,RAL 5019,Azul capri,#1B5583
34.114,-5.8399,-35.6385,RAL 5019,Azul capri,#1B5583
42.4909,5.5355,-29.2455,RAL 5019,Azul capri,#1B5583
35.8389,-1.5772,-30.365,RAL 5019,Azul capri,#1B5583
27.2784,-3.818,-29.4726,RAL 5019,Azul capri,#1B5583
31.3669,-6.1908,-39.731,RAL 5019,Azul capri,#1B5583
30.0286,0.8555,-33.8096,RAL 5019,Azul capri,#1B5583
26.8034,3.4009,-23.3501,RAL 5019,Azul capri,#1B5583
33.8125,4.8294,-29.8321,RAL 5019,Azul capri,#1B5583
33.1692,-2.1426,-37.1373,RAL 5019,Azul capri,#1B5583
39.6957,-1.0739,-32.0934,RAL 5019,Azul capri,#1B5583
36.3107,-3.0864,-23.6829,RAL 5019,Azul capri,#1B5583
38.027,3.7403,-31.5115,RAL 5019,Azul capri,#1B5583
38.1434,4.1962,-23.5525,RAL 5019,Azul capri,#1B5583
27.2954,2.1373,-28.4118,RAL 5019,Azul capri,#1B5583
22.6639,-6.0471,-38.3532,RAL 5019,Azul capri,#1B5583
29.9657,-7.1124,-36.2156,RAL 5019,Azul capri,#1B5583
29.4085,-1.3106,-22.5809,RAL 5019,Azul capri,#1B5583
39.4433,-10.0279,-32.6833,RAL 5019,Azul capri,#1B5583
46.3196,0.039,-23.688,RAL 5019,Azul capri,#1B5583
33.2432,-4.6376,-28.3444,RAL 5019,Azul capri,#1B5583
40.5607,-1.0981,-32.1445,RAL 5019,Azul capri,#1B5583
43.041,-1.2016,-24.9912,RAL 5019,Azul capri,#1B5583
31.2573,-9.2051,-37.5693,RAL 5019,Azul capri,#1B5583
34.8258,-1.3169,-25.037,RAL 5019,Azul capri,#1B5583
34.4145,-5.1817,-31.1223,RAL 5019,Azul capri,#1B5583
36.9628,-1.5725,-38.5377,RAL 5019,Azul capri,#1B5583
32.8264,5.1113,-26.2719,RAL 5019,Azul capri,#1B5583
27.7714,-3.0291,-34.8945,RAL 5019,Azul capri,#1B5583
30.4725,3.6446,-25.39,RAL 5019,Azul capri,#1B5583
26.0318,-7.5562,-31.9239,RAL 5019,Azul capri,#1B5583
41.2195,-0.1782,-36.2572,RAL 5019,Azul capri,#1B5583
33.3016,4.8005,-25.1363,RAL 5019,Azul capri,#1B5583
41.4711,-3.5379,-31.528,RAL 5019,Azul capri,#1B5583
43.9863,-13.6177,-45.3032,RAL 5019,Azul capri,#1B5583
25.357,-8.1641,-39.1497,RAL 5019,Azul capri,#1B5583
29.0116,0.8374,-28.6421,RAL 5019,Azul capri,#1B5583
33.8212,0.052,-24.2927,RAL 5019,Azul capri,#1B5583
47.1777,-1.672,-42.5607,RAL 5019,Azul capri,#1B5583
23.9948,-6.1843,-30.9963,RAL 5019,Azul capri,#1B5583
20.4654,-5.8943,-43.2912,RAL 5019,Azul capri,#1B5583
32.8516,-1.9179,-26.1686,RAL 5019,Azul capri,#1B5583
37.902,0.0202,-23.2553,RAL 5019,Azul capri,#1B5583
39.5717,-5.7641,-41.8296,RAL 5019,Azul capri,#1B5583
41.1508,-3.0941,-35.3286,RAL 5019,Azul capri,#1B5583
19.5496,7.363,-22.2264,RAL 5020,Azul océano,#1D334A
16.5131,3.1512,-14.9895,RAL 5020,Azul océano,#1D334A
17.4792,-6.0339,-17.3348,RAL 5020,Azul océano,#1D334A
25.5456,1.1035,-17.5487,RAL 5020,Azul océano,#1D334A
18.7029,-1.5167,-17.5556,RAL 5020,Azul océano,#1D334A
16.4126,-2.743,-17.7259,RAL 5020,Azul océano,#1D334A
15.4909,0.841,-23.2564,RAL 5020,Azul océano,#1D334A
15.9153,-2.7963,-7.4665,RAL 5020,Azul océano,#1D334A
19.3902,6.9186,-12.3739,RAL 5020,Azul océano,#1D334A
22.8871,-7.2804,-20.4506,RAL 5020,Azul océano,#1D334A
18.3807,1.5083,-9.8989,RAL 5020,Azul océano,#1D334A
25.3264,5.3767,-21.3346,RAL 5020,Azul océano,#1D334A
29.9775,2.1293,-18.2605,RAL 5020,Azul océano,#1D334A
22.1775,5.1927,-13.4192,RAL 5020,Azul océano,#1D334A
18.3125,-4.2885,-20.9274,RAL 5020,Azul océano,#1D334A
22.2003,2.1738,-12.1042,RAL 5020,Azul océano,#1D334A
12.7181,2.6173,-17.6694,RAL 5020,Azul océano,#1D334A
14.4008,-2.0749,-12.8886,RAL 5020,Azul océano,#1D334A
23.3163,-0.8237,-16.322,RAL 5020,Azul océano,#1D334A
18.612,-3.4363,-27.9435,RAL 5020,Azul océano,#1D334A
23.6951,-3.5727,-20.1384,RAL 5020,Azul océano,#1D334A
10.3199,11.8081,-16.3781,RAL 5020,Azul océano,#1D334A
20.9278,0.0448,-17.5398,RAL 5020,Azul océano,#1D334A
26.7177,1.6145,-19.6067,RAL 5020,Azul océano,#1D334A
27.1024,7.7563,-7.67,RAL 5020,Azul océano,#1D334A
24.2182,-2.7692,-21.2466,RAL 5020,Azul océano,#1D334A
23.7267,5.1106,-17.7886,RAL 5020,Azul océano,#1D334A
30.0342,1.3069,-9.7674,RAL 5020,Azul océano,#1D334A
15.0199,2.3559,-18.1789,RAL 5020,Azul océano,#1D334A
12.8842,-1.2659,-13.6173,RAL 5020,Azul océano,#1D334A
12.4914,-1.7017,-16.1604,RAL 5020,Azul océano,#1D334A
18.1428,-10.6367,-18.3796,RAL 5020,Azul océano,#1D334A
22.6309,3.5777,-7.6834,RAL 5020,Azul océano,#1D334A
20.4811,-2.0712,-7.5973,RAL 5020,Azul océano,#1D334A
18.5786,-0.4278,-11.8706,RAL 5020,Azul océano,#1D334A
15.0433,3.1442,-24.4866,RAL 5020,Azul océano,#1D334A
32.1947,1.5574,-25.3597,RAL 5020,Azul océano,#1D334A
20.4633,-6.6932,-22.6758,RAL 5020,Azul océano,#1D334A
9.143,0.0688,-22.1595,RAL 5020,Azul océano,#1D334A
23.395,-0.3581,-21.6696,RAL 5020,Azul océano,#1D334A
23.303,2.1027,-18.3914,RAL 5020,Azul océano,#1D334A
28.6592,1.8079,-14.8953,RAL 5020,Azul océano,#1D334A
19.3372,4.3173,-14.5522,RAL 5020,Azul océano,#1D334A
12.2808,11.0771,-6.0745,RAL 5020,Azul océano,#1D334A
32.8733,-0.4115,-21.9962,RAL 5020,Azul océano,#1D334A
24.1598,-4.8904,-16.799,RAL 5020,Azul océano,#1D334A
22.0285,-4.4635,-18.3775,RAL 5020,Azul océano,#1D334A
24.0752,2.7839,-17.9375,RAL 5020,Azul océano,#1D334A
20.0549,-3.0667,-15.8544,RAL 5020,Azul océano,#1D334A
21.9457,0.6586,-18.569,RAL 5020,Azul océano,#1D334A
12.6469,11.1483,-20.3195,RAL 5020,Azul océano,#1D334A
27.9218,-2.1525,-19.277,RAL 5020,Azul océano,#1D334A
19.4492,-0.7326,-15.5533,RAL 5020,Azul océano,#1D334A
18.0574,3.4529,-13.5163,RAL 5020,Azul océano,#1D334A
25.5626,1.4271,-16.657,RAL 5020,Azul océano,#1D334A
17.5661,-2.5711,-17.2572,RAL 5020,Azul océano,#1D334A
29.0437,-1.5488,-14.1001,RAL 5020,Azul océano,#1D334A
18.6843,-9.0538,-12.2376,RAL 5020,Azul océano,#1D334A
24.2283,2.4117,-5.186,RAL 5020,Azul océano,#1D334A
20.0886,-3.8745,-10.6456,RAL 5020,Azul océano,#1D334A
25.3704,7.0437,-15.0186,RAL 5020,Azul océano,#1D334A
17.7624,-3.3702,-3.0433,RAL 5020,Azul océano,#1D334A
15.2629,-6.8419,-20.8057,RAL 5020,Azul océano,#1D334A
21.3595,8.5737,-8.6066,RAL 5020,Azul océano,#1D334A
18.9127,-1.2981,-16.4129,RAL 5020,Azul océano,#1D334A
24.1357,0.7641,-12.2119,RAL 5020,Azul océano,#1D334A
20.4645,-3.8082,-3.8424,RAL 5020,Azul océano,#1D334A
18.1673,6.8673,-16.4456,RAL 5020,Azul océano,#1D334A
23.0972,9.0764,-6.2105,RAL 5020,Azul océano,#1D334A
16.7081,5.1551,-8.2833,RAL 5020,Azul océano,#1D334A
15.7278,3.9169,-13.1997,RAL 5020,Azul océano,#1D334A
22.7157,4.3103,-18.8848,RAL 5020,Azul océano,#1D334A
24.3002,0.8113,-18.3809,RAL 5020,Azul océano,#1D334A
25.9536,0.3092,-14.5606,RAL 5020,Azul océano,#1D334A
23.1723,-7.7428,-19.67,RAL 5020,Azul océano,#1D334A
23.1164,-2.4963,-21.1142,RAL 5020,Azul océano,#1D334A
21.4564,4.3851,-21.7563,RAL 5020,Azul océano,#1D334A
19.8764,-2.3387,-12.7898,RAL 5020,Azul océano,#1D334A
29.6712,-9.9847,-16.9218,RAL 5020,Azul océano,#1D334A
19.0238,-7.5422,-20.4906,RAL 5020,Azul océano,#1D334A
32.3095,0.0565,-19.1873,RAL 5020,Azul océano,#1D334A
31.8861,0.105,-17.6998,RAL 5020,Azul océano,#1D334A
18.9456,-3.5795,-7.9463,RAL 5020,Azul océano,#1D334A
18.2161,-9.3301,-21.2868,RAL 5020,Azul océano,#1D334A
30.6843,-9.9997,-19.2818,RAL 5020,Azul océano,#1D334A
21.3245,4.7363,-7.009,RAL 5020,Azul océano,#1D334A
14.0001,1.0831,-16.7169,RAL 5020,Azul océano,#1D334A
26.0842,5.842,-21.6094,RAL 5020,Azul océano,#1D334A
29.0886,8.0881,-18.3912,RAL 5020,Azul océano,#1D334A
24.3332,-3.0812,-23.0948,RAL 5020,Azul océano,#1D334A
28.1732,6.7626,-21.5072,RAL 5020,Azul océano,#1D334A
23.9538,1.8275,-30.5409,RAL 5020,Azul océano,#1D334A
21.7037,1.9004,-5.9369,RAL 5020,Azul océano,#1D334A
20.3443,0.5671,-20.0374,RAL 5020,Azul océano,#1D334A
17.0984,-11.3051,-15.3691,RAL 5020,Azul océano,#1D334A
25.3238,3.3192,-9.0752,RAL 5020,Azul océano,#1D334A
18.4269,2.8817,-19.6752,RAL 5020,Azul océano,#1D334A
24.031,1.9555,-27.0658,RAL 5020,Azul océano,#1D334A
12.0492,4.675,-9.6526,RAL 5020,Azul océano,#1D334A
21.8067,1.6491,-11.362,RAL 5020,Azul océano,#1D334A
19.8762,-7.0247,-20.616,RAL 5020,Azul océano,#1D334A
20.4936,3.1594,-12.235,RAL 5020,Azul océano,#1D334A
21.8505,1.0941,-20.1773,RAL 5020,Azul océano,#1D334A
17.7221,-4.1024,-21.4433,RAL 5020,Azul océano,#1D334A
24.1366,0.6489,-21.4247,RAL 5020,Azul océano,#1D334A
19.0948,-2.3542,-19.8636,RAL 5020,Azul océano,#1D334A
12.9096,8.0945,-13.8594,RAL 5020,Azul océano,#1D334A
22.038,2.8962,-16.0803,RAL 5020,Azul océano,#1D334A
24.3277,-1.0926,-20.5134,RAL 5020,Azul océano,#1D334A
17.5388,1.705,-11.6201,RAL 5020,Azul océano,#1D334A
17.1029,6.8923,-5.7343,RAL 5020,Azul océano,#1D334A
9.9111,-3.7592,-11.2018,RAL 5020,Azul océano,#1D334A
23.8766,-1.6112,-11.8626,RAL 5020,Azul océano,#1D334A
8.3481,0.4765,-19.5025,RAL 5020,Azul océano,#1D334A
20.663,-7.8918,-22.9117,RAL 5020,Azul océano,#1D334A
9.4627,-3.0278,-15.8305,RAL 5020,Azul océano,#1D334A
22.9808,11.8141,-17.0801,RAL 5020,Azul océano,#1D334A
25.7882,-5.1473,-21.573,RAL 5020,Azul océano,#1D334A
16.8496,-1.1327,-8.0982,RAL 5020,Azul océano,#1D334A
20.4677,-6.4432,-18.03,RAL 5020,Azul océano,#1D334A
17.5906,-2.0126,-11.9992,RAL 5020,Azul océano,#1D334A
18.8061,1.0942,-22.2402,RAL 5020,Azul océano,#1D334A
26.6055,-5.2897,-15.8444,RAL 5020,Azul océano,#1D334A
16.5583,1.3671,-8.1865,RAL 5020,Azul océano,#1D334A
22.2975,-7.1907,-25.8259,RAL 5020,Azul océano,#1D334A
17.4075,-0.3541,-14.3723,RAL 5020,Azul océano,#1D334A
19.8282,-3.5986,-18.8688,RAL 5020,Azul océano,#1D334A
19.2426,2.206,-6.9256,RAL 5020,Azul océano,#1D334A
19.1809,0.3514,-21.6794,RAL 5020,Azul océano,#1D334A
22.006,-0.4162,-12.2503,RAL 5020,Azul océano,#1D334A
15.4613,-2.7218,-14.5294,RAL 5020,Azul océano,#1D334A
15.4672,-0.3723,-17.6224,RAL 5020,Azul océano,#1D334A
26.6788,3.4674,-17.3397,RAL 5020,Azul océano,#1D334A
22.4393,1.6213,-12.562,RAL 5020,Azul océano,#1D334A
18.1867,-3.6711,-11.0092,RAL 5020,Azul océano,#1D334A
22.7891,3.7361,-26.1826,RAL 5020,Azul océano,#1D334A
21.188,0.9965,-19.5555,RAL 5020,Azul océano,#1D334A
18.7746,-1.1901,-20.2162,RAL 5020,Azul océano,#1D334A
19.5628,-3.159,-25.3451,RAL 5020,Azul océano,#1D334A
21.0182,-3.9232,-20.0683,RAL 5020,Azul océano,#1D334A
21.9881,-2.5249,-18.206,RAL 5020,Azul océano,#1D334A
28.1236,2.1555,-21.1918,RAL 5020,Azul océano,#1D334A
16.3666,-2.1722,-3.9527,RAL 5020,Azul océano,#1D334A
21.0861,3.9252,-3.688,RAL 5020,Azul océano,#1D334A
17.502,4.5529,-10.8868,RAL 5020,Azul océano,#1D334A
18.8165,-6.3582,-11.8578,RAL 5020,Azul océano,#1D334A
20.6401,0.7322,-9.0375,RAL 5020,Azul océano,#1D334A
21.9009,-8.8237,-19.5964,RAL 5020,Azul océano,#1D334A
16.6959,-0.8441,-14.2573,RAL 5020,Azul océano,#1D334A
15.5052,-0.5621,-25.8407,RAL 5020,Azul océano,#1D334A
34.4325,-21.3021,-11.5573,RAL 5021,Azul agua,#256D7B
43.1473,-11.9356,-3.7316,RAL 5021,Azul agua,#256D7B
28.0888,-22.9907,-20.3016,RAL 5021,Azul agua,#256D7B
33.2814,-27.8289,-21.3719,RAL 5021,Azul agua,#256D7B
47.3418,-16.3054,-18.8196,RAL 5021,Azul agua,#256D7B
53.1238,-17.8235,-9.1317,RAL 5021,Azul agua,#256D7B
36.8748,-7.9348,-8.7845,RAL 5021,Azul agua,#256D7B
40.1559,-12.2323,-12.7386,RAL 5021,Azul agua,#256D7B
45.9138,-19.0536,-26.8333,RAL 5021,Azul agua,#256D7B
54.439,-11.8089,-10.6198,RAL 5021,Azul agua,#256D7B
44.6686,-22.287,-19.8742,RAL 5021,Azul agua,#256D7B
35.9742,-10.1184,-4.8181,RAL 5021,Azul agua,#256D7B
34.8572,-21.1102,-13.1429,RAL 5021,Azul agua,#256D7B
38.0198,-16.3171,-21.156,RAL 5021,Azul agua,#256D7B
46.1567,-16.3121,-11.7906,RAL 5021,Azul agua,#256D7B
54.6696,-18.0191,-21.3273,RAL 5021,Azul agua,#256D7B
43.2234,-9.9019,-14.5818,RAL 5021,Azul agua,#256D7B
40.8535,-10.6299,-17.0563,RAL 5021,Azul agua,#256D7B
32.7424,-24.5746,-24.9038,RAL 5021,Azul agua,#256D7B
53.0166,-3.4364,-8.4011,RAL 5021,Azul agua,#256D7B
19.206,-32.9644,-24.3293,RAL 5021,Azul agua,#256D7B
56.862,-12.4704,-16.4796,RAL 5021,Azul agua,#256D7B
49.3359,-13.1075,-12.6143,RAL 5021,Azul agua,#256D7B
21.2444,-19.2787,-17.0312,RAL 5021,Azul agua,#256D7B
50.6339,-12.1759,-11.755,RAL 5021,Azul agua,#256D7B
26.3627,-21.1422,-19.5327,RAL 5021,Azul agua,#256D7B
28.6317,-20.5097,-17.8092,RAL 5021,Azul agua,#256D7B
39.3666,-10.0738,-8.9315,RAL 5021,Azul agua,#256D7B
35.3423,-8.5994,-2.5228,RAL 5021,Azul agua,#256D7B
51.5419,-20.3381,-8.146,RAL 5021,Azul agua,#256D7B
37.0527,-9.5607,-6.5674,RAL 5021,Azul agua,#256D7B
40.2982,-20.4495,-10.1526,RAL 5021,Azul agua,#256D7B
44.161,-22.7054,-20.9942,RAL 5021,Azul agua,#256D7B
39.3075,-26.1966,-23.6066,RAL 5021,Azul agua,#256D7B
54.5137,-16.6562,-9.7074,RAL 5021,Azul agua,#256D7B
37.0092,-19.0266,-6.5724,RAL 5021,Azul agua,#256D7B
43.3486,-20.977,-11.114,RAL 5021,Azul agua,#256D7B
43.7612,-24.4001,-26.8062,RAL 5021,Azul agua,#256D7B
27.5214,-25.043,-10.7559,RAL 5021,Azul agua,#256D7B
45.9864,-15.1528,-12.8806,RAL 5021,Azul agua,#256D7B
46.4992,-14.156,-7.6573,RAL 5021,Azul agua,#256D7B
40.6807,-20.3304,-7.646,RAL 5021,Azul agua,#256D7B
45.8932,-16.4597,-12.35,RAL 5021,Azul agua,#256D7B
54.2143,-14.7341,-21.9766,RAL 5021,Azul agua,#256D7B
39.3223,-22.2176,-14.5437,RAL 5021,Azul agua,#256D7B
41.065,-15.1723,-10.6011,RAL 5021,Azul agua,#256D7B
49.2112,-9.7551,-26.2447,RAL 5021,Azul agua,#256D7B
40.8587,-26.2243,-17.659,RAL 5021,Azul agua,#256D7B
36.2305,-15.452,-14.1451,RAL 5021,Azul agua,#256D7B
60.0916,-21.63,-17.6885,RAL 5021,Azul agua,#256D7B
37.5446,-11.1336,-6.9651,RAL 5021,Azul agua,#256D7B
49.9824,-10.7039,-17.2201,RAL 5021,Azul agua,#256D7B
38.5144,-21.0046,-17.6807,RAL 5021,Azul agua,#256D7B
40.2821,-12.6078,-6.3243,RAL 5021,Azul agua,#256D7B
39.9168,-14.6005,-20.526,RAL 5021,Azul agua,#256D7B
48.8074,-14.3733,-12.3114,RAL 5021,Azul agua,#256D7B
40.1984,-18.6057,-14.333,RAL 5021,Azul agua,#256D7B
45.7964,-20.0723,-13.6732,RAL 5021,Azul agua,#256D7B
42.6941,-21.5449,-23.1514,RAL 5021,Azul agua,#256D7B
42.5454,-22.8617,-19.3664,RAL 5021,Azul agua,#256D7B
33.8788,-19.2432,-8.6927,RAL 5021,Azul agua,#256D7B
37.7366,-17.8222,-12.6965,RAL 5021,Azul agua,#256D7B
51.1636,-16.298,-19.6989,RAL 5021,Azul agua,#256D7B
41.8253,-19.6569,-13.2897,RAL 5021,Azul agua,#256D7B
32.8326,-12.3436,-10.9275,RAL 5021,Azul agua,#256D7B
50.2548,-17.5262,-12.869,RAL 5021,Azul agua,#256D7B
39.3469,-13.2004,-7.1498,RAL 5021,Azul agua,#256D7B
43.4364,-10.2292,-13.8488,RAL 5021,Azul agua,#256D7B
40.1083,-10.709,-15.0242,RAL 5021,Azul agua,#256D7B
51.6471,-11.6364,-19.5205,RAL 5021,Azul agua,#256D7B
49.1333,-18.7382,-21.2461,RAL 5021,Azul agua,#256D7B
45.1528,-13.7331,-9.668,RAL 5021,Azul agua,#256D7B
39.4663,-25.8706,-25.23,RAL 5021,Azul agua,#256D7B
53.9564,-17.3018,-13.2123,RAL 5021,Azul agua,#256D7B
43.0108,-15.4524,-14.1648,RAL 5021,Azul agua,#256D7B
34.2029,-11.1699,-13.503,RAL 5021,Azul agua,#256D7B
44.2364,-19.345,-11.7033,RAL 5021,Azul agua,#256D7B
38.5953,-5.475,-5.62,RAL 5021,Azul agua,#256D7B
55.4316,-16.6393,-20.5407,RAL 5021,Azul agua,#256D7B
42.3648,-12.1445,-13.3292,RAL 5021,Azul agua,#256D7B
35.2195,-6.9328,-10.6665,RAL 5021,Azul agua,#256D7B
38.0163,-18.7972,-11.9389,RAL 5021,Azul agua,#256D7B
32.3004,-23.9102,-17.4966,RAL 5021,Azul agua,#256D7B
49.0547,-25.0057,-23.5858,RAL 5021,Azul agua,#256D7B
48.6914,-8.4434,-16.3245,RAL 5021,Azul agua,#256D7B
50.0108,-14.0608,-13.6568,RAL 5021,Azul agua,#256D7B
38.5218,-15.7796,-17.1574,RAL 5021,Azul agua,#256D7B
40.3802,-25.0552,-17.2107,RAL 5021,Azul agua,#256D7B
41.8807,-18.2985,-8.1283,RAL 5021,Azul agua,#256D7B
47.1607,-11.9182,-8.2181,RAL 5021,Azul agua,#256D7B
42.3906,-12.9432,-11.2419,RAL 5021,Azul agua,#256D7B
36.9142,-16.3782,-21.0714,RAL 5021,Azul agua,#256D7B
32.0628,-11.7792,-15.0645,RAL 5021,Azul agua,#256D7B
45.0484,-19.303,-14.086,RAL 5021,Azul agua,#256D7B
40.0913,-10.4635,-9.0294,RAL 5021,Azul agua,#256D7B
42.0263,-20.0115,-13.4883,RAL 5021,Azul agua,#256D7B
54.272,-14.0907,-14.3483,RAL 5021,Azul agua,#256D7B
49.8381,-21.6609,-18.8711,RAL 5021,Azul agua,#256D7B
37.5976,-16.959,-22.0631,RAL 5021,Azul agua,#256D7B
48.8389,-21.1944,-23.0188,RAL 5021,Azul agua,#256D7B
36.7351,-24.4122,-21.7771,RAL 5021,Azul agua,#256D7B
42.1417,-14.7843,-15.1198,RAL 5021,Azul agua,#256D7B
44.9859,-23.7202,-12.8913,RAL 5021,Azul agua,#256D7B
49.2748,-18.2866,-14.3824,RAL 5021,Azul agua,#256D7B
37.5205,-12.849,-7.7249,RAL 5021,Azul agua,#256D7B
48.3975,-12.7314,-11.9955,RAL 5021,Azul agua,#256D7B
37.8191,-24.9377,-21.4416,RAL 5021,Azul agua,#256D7B
39.9046,-23.5756,-20.913,RAL 5021,Azul agua,#256D7B
51.6225,-13.5947,-24.0638,RAL 5021,Azul agua,#256D7B
43.0545,-11.2444,-10.5572,RAL 5021,Azul agua,#256D7B
43.4258,-23.0458,-18.1606,RAL 5021,Azul agua,#256D7B
34.9673,-16.2569,-16.3953,RAL 5021,Azul agua,#256D7B
49.4814,-16.1168,-12.7699,RAL 5021,Azul agua,#256D7B
54.9918,-19.7156,-2.8122,RAL 5021,Azul agua,#256D7B
38.7135,-21.3701,-16.2056,RAL 5021,Azul agua,#256D7B
52.2993,-20.2518,-21.2919,RAL 5021,Azul agua,#256D7B
37.9212,-14.7326,-15.6504,RAL 5021,Azul agua,#256D7B
33.8744,-18.1161,-21.0614,RAL 5021,Azul agua,#256D7B
42.8175,-17.2288,-19.0251,RAL 5021,Azul agua,#256D7B
40.4743,-16.8441,-10.4825,RAL 5021,Azul agua,#256D7B
45.6765,-24.2497,-20.5965,RAL 5021,Azul agua,#256D7B
35.1553,-14.6188,-21.564,RAL 5021,Azul agua,#256D7B
43.0654,-14.2639,-5.6048,RAL 5021,Azul agua,#256D7B
50.0385,-16.2675,-9.9197,RAL 5021,Azul agua,#256D7B
44.354,-13.9622,-8.0727,RAL 5021,Azul agua,#256D7B
53.2214,-8.4219,-7.4175,RAL 5021,Azul agua,#256D7B
44.7198,-19.2796,-9.3078,RAL 5021,Azul agua,#256D7B
38.5484,-26.0472,-25.605,RAL 5021,Azul agua,#256D7B
49.6762,-14.9681,-14.5348,RAL 5021,Azul agua,#256D7B
40.8503,-33.5797,-28.1781,RAL 5021,Azul agua,#256D7B
51.6123,-23.0809,-21.8986,RAL 5021,Azul agua,#256D7B
37.1252,-16.6832,-13.7273,RAL 5021,Azul agua,#256D7B
38.364,-18.7757,-24.0197,RAL 5021,Azul agua,#256D7B
47.5852,-10.2235,-13.5414,RAL 5021,Azul agua,#256D7B
36.3895,-24.7232,-14.732,RAL 5021,Azul agua,#256D7B
44.9455,-19.4618,-18.2283,RAL 5021,Azul agua,#256D7B
44.9585,-15.5545,-12.4571,RAL 5021,Azul agua,#256D7B
46.057,-23.9794,-21.4792,RAL 5021,Azul agua,#256D7B
44.9869,-19.8917,-6.8414,RAL 5021,Azul agua,#256D7B
50.8677,-17.8044,-23.881,RAL 5021,Azul agua,#256D7B
48.0072,-16.7856,-19.7183,RAL 5021,Azul agua,#256D7B
43.9107,-17.8972,-11.4475,RAL 5021,Azul agua,#256D7B
47.1207,-20.8854,-15.3134,RAL 5021,Azul agua,#256D7B
36.0638,-20.0604,-21.5812,RAL 5021,Azul agua,#256D7B
42.8312,-13.9491,-12.4873,RAL 5021,Azul agua,#256D7B
29.2764,-27.1502,-21.2851,RAL 5021,Azul agua,#256D7B
36.7363,-9.2293,-3.9185,RAL 5021,Azul agua,#256D7B
36.9431,-18.2265,-8.8484,RAL 5021,Azul agua,#256D7B
49.5443,-31.3397,-13.9717,RAL 5021,Azul agua,#256D7B
48.1625,-6.6992,-3.1972,RAL 5021,Azul agua,#256D7B
13.939,15.8186,-22.7514,RAL 5022,Azul noche,#252850
